user,sex,sign,frame,hand,distance,hand_mark_00x,hand_mark_00y,hand_mark_00z,hand_mark_01x,hand_mark_01y,hand_mark_01z,hand_mark_02x,hand_mark_02y,hand_mark_02z,hand_mark_03x,hand_mark_03y,hand_mark_03z,hand_mark_04x,hand_mark_04y,hand_mark_04z,hand_mark_05x,hand_mark_05y,hand_mark_05z,hand_mark_06x,hand_mark_06y,hand_mark_06z,hand_mark_07x,hand_mark_07y,hand_mark_07z,hand_mark_08x,hand_mark_08y,hand_mark_08z,hand_mark_09x,hand_mark_09y,hand_mark_09z,hand_mark_10x,hand_mark_10y,hand_mark_10z,hand_mark_11x,hand_mark_11y,hand_mark_11z,hand_mark_12x,hand_mark_12y,hand_mark_12z,hand_mark_13x,hand_mark_13y,hand_mark_13z,hand_mark_14x,hand_mark_14y,hand_mark_14z,hand_mark_15x,hand_mark_15y,hand_mark_15z,hand_mark_16x,hand_mark_16y,hand_mark_16z,hand_mark_17x,hand_mark_17y,hand_mark_17z,hand_mark_18x,hand_mark_18y,hand_mark_18z,hand_mark_19x,hand_mark_19y,hand_mark_19z,hand_mark_20x,hand_mark_20y,hand_mark_20z
user01,0,5,4,Right,Far,0.5767024313915436,1.0,5.40703524620767e-07,0.410545891908859,0.9297349870477846,-0.024143723770976067,0.2700700480198005,0.8517422651649755,-0.04520323500037193,0.1312763785779217,0.8046831249202814,-0.06479614973068237,0.0,0.8018627753299525,-0.0856950655579567,0.43283862160886727,0.5330634199319293,-0.03814245015382767,0.39695624113557404,0.30324775686401195,-0.058935679495334625,0.3751719210196017,0.15541953114045431,-0.07545659691095352,0.3616009491457302,0.03241105843080246,-0.08777273446321487,0.5558194218472702,0.5155855590499808,-0.042593054473400116,0.5557408416497376,0.27836581248554987,-0.05930333212018013,0.5577577333864072,0.12762071099125838,-0.0737510547041893,0.5662420330200002,0.0,-0.08507871627807617,0.6701791585563744,0.5533930140094686,-0.049080345779657364,0.7111834220688406,0.3342854226608633,-0.06717371195554733,0.7384060930140487,0.20041203218633455,-0.0810222178697586,0.7629102326446187,0.08873613614841393,-0.09137652069330215,0.7701061176186679,0.6346805825603321,-0.05734361708164215,0.8734270541743905,0.5067813780627447,-0.07601818442344666,0.9406640069631502,0.42235444125521754,-0.08438106626272202,1.0,0.34855913261473515,-0.08956938982009888
user01,0,5,2,Right,Far,0.6522673842885209,1.0,4.6089050442787993e-07,0.4540041675495203,0.9388389379552625,-0.018651679158210754,0.28663265938570687,0.8227426472289123,-0.032662905752658844,0.13864597401935985,0.7544992641295685,-0.0454242043197155,0.0,0.7526671735695889,-0.05925308167934418,0.42727904756551016,0.5145246162854029,-0.02451682835817337,0.3791523548288369,0.297510132300461,-0.041080541908741,0.3572662335759199,0.15521939273190133,-0.055781520903110504,0.3437284241387313,0.04448208330491893,-0.06688462942838669,0.5646935909392073,0.4919100817103077,-0.030251052230596542,0.5504872150785152,0.26145736292516836,-0.04415689781308174,0.5368720508485244,0.11557822232089238,-0.05781618878245354,0.528265969800881,0.0,-0.0678597241640091,0.7048888229050905,0.5239641560952573,-0.03795090690255165,0.727330841644169,0.2947492287555153,-0.054355233907699585,0.735734887347879,0.15531702812289802,-0.06737641245126724,0.74372188982083,0.03812436705980183,-0.0765446275472641,0.8364412182851355,0.6043776404740454,-0.04677480086684227,0.9172272486822058,0.45930181382523144,-0.06358805298805237,0.9625643642324891,0.3621719488414584,-0.07015295326709747,1.0,0.27427531257594906,-0.07376930117607117
user01,0,1,24,Right,Near,1.0,0.8353662621194337,-6.396239626837996e-08,0.8030854084903147,0.6060108513586422,-0.0013598253717646003,0.5393017612857688,0.38273822874416874,-0.014933353289961815,0.4707639058633541,0.18393041865350537,-0.029797401279211044,0.5550075664155514,0.0,-0.04587117210030556,0.3411588288122513,0.471792630388186,-0.030736934393644333,0.0,0.5662857936350444,-0.04823899641633034,0.14529955315578577,0.5831754921893262,-0.05869413912296295,0.29673669148524207,0.5526985043169166,-0.06503112614154816,0.35837860365989305,0.6503544273830125,-0.04060141369700432,0.044488738262443386,0.7206138458771661,-0.0508573055267334,0.18246287512805232,0.7182744817170384,-0.05033847689628601,0.3371377115094656,0.7025883530810113,-0.052375324070453644,0.40037426979283675,0.8255422566368543,-0.049559228122234344,0.14132855820647114,0.8764846616551545,-0.05748948082327843,0.25710810499053854,0.868481142363754,-0.048943109810352325,0.3990896270072973,0.8511791155085091,-0.04484379291534424,0.4534895457129596,0.9813597975808497,-0.05835605785250664,0.22550630443081604,1.0,-0.0613689199090004,0.33828606269001865,0.9886354376314829,-0.05047547072172165,0.47068288616870224,0.9765086353304513,-0.042765241116285324
user01,0,5,3,Right,Far,0.598559766614202,1.0,5.324617404767196e-07,0.4301710634763764,0.9355489442041734,-0.02260139025747776,0.27493681729121516,0.8310225062384861,-0.038670267909765244,0.1291941769671206,0.7794423317533985,-0.053428493440151215,0.0,0.7905172892812493,-0.06968038529157639,0.4213854378739476,0.5213235039829485,-0.029764458537101746,0.37483765188778195,0.30736942346501595,-0.04788186773657799,0.34556050751481904,0.16737878953959884,-0.06329230964183807,0.32326238610388514,0.05412262181840392,-0.07523796707391739,0.5464350310938445,0.4984262529014643,-0.034892257302999496,0.5381448117813716,0.2688970198439334,-0.049666594713926315,0.5352828149343013,0.12003295400036547,-0.06415857374668121,0.5389357789364605,0.0,-0.07519251853227615,0.6675693368960514,0.5337482303491973,-0.04241911321878433,0.7073907466098853,0.3176753554076293,-0.06029600277543068,0.7298165587291009,0.18261086552964156,-0.07635153084993362,0.7501778624280925,0.06756435537799162,-0.08809959888458252,0.7768368213722691,0.617827984201664,-0.05149966850876808,0.8805618559455276,0.49530373349028,-0.07070735096931458,0.9449019852854865,0.41330412849460224,-0.07994786649942398,1.0,0.34138006569110513,-0.0858146920800209
user01,0,1,23,Right,Near,1.0,0.8438100952734022,-1.5126589403280377e-07,0.8254203928730617,0.6202481936782082,-0.0038734283298254013,0.569260612697676,0.38382403244022084,-0.01612210087478161,0.4731781584346511,0.18510570398298493,-0.028830287978053093,0.5415571689233969,0.0,-0.04186905920505524,0.3425638080674699,0.43200885659814653,-0.03042144887149334,0.0,0.5502792210728943,-0.04924555867910385,0.15047569125058638,0.5869298931207851,-0.0595361702144146,0.3028821931712138,0.5545861750694151,-0.06555376201868057,0.35209599631399796,0.6100574366696541,-0.03905799239873886,0.05111923916110066,0.7225127921916195,-0.051421910524368286,0.1998514247366128,0.7325529029500549,-0.05129304155707359,0.35126397483902955,0.7091256593560239,-0.05305108055472374,0.3896214335676593,0.7949309607026677,-0.047267697751522064,0.15473262295437737,0.8787947408215667,-0.058438174426555634,0.2834996319006115,0.8790788348069912,-0.050065867602825165,0.418278763920584,0.850455728793435,-0.04523232579231262,0.43860018730499495,0.9610450454582226,-0.055430006235837936,0.24303073504690137,1.0,-0.06155463308095932,0.3684349348856388,0.993639734429452,-0.052066534757614136,0.49576126459251146,0.9728480039849596,-0.04438164830207825
user01,0,1,22,Right,Near,1.0,0.8258628481454334,-1.6240691991242784e-07,0.8136009058882738,0.6107503700829273,-0.005985245108604431,0.5477900199464055,0.3809607304886053,-0.018850207328796387,0.44681957593467486,0.18408172325302494,-0.03208030387759209,0.5202731366447353,0.0,-0.04539696127176285,0.3648719951938912,0.42272556694149416,-0.029609670862555504,0.0,0.5452535966311675,-0.049686018377542496,0.13953525138531345,0.58750101802747,-0.06048038601875305,0.2810163971574396,0.5552301061463308,-0.06663979589939117,0.37979293417686166,0.596901683298441,-0.037641070783138275,0.04071951981070677,0.7185587605455669,-0.052244022488594055,0.18435010816379768,0.7300242250615208,-0.05296472832560539,0.33222787121525515,0.7067748730060635,-0.05481919273734093,0.4138233596913972,0.7782411998511684,-0.04573255032300949,0.1391482463236166,0.8722746805789103,-0.05836915597319603,0.266256847519347,0.8760989506731757,-0.05005341023206711,0.3991685484444702,0.8486986015895601,-0.04501332715153694,0.45531326659938814,0.9424542207019678,-0.05402310565114021,0.23223827918116974,1.0,-0.06101560220122337,0.3557594257964729,0.9937136204889406,-0.05217430368065834,0.4848086515228567,0.9677619843790671,-0.044943369925022125
user01,0,1,19,Right,Near,1.0,0.8439533696709602,-1.487403693545275e-07,0.8232487840471014,0.6233827095806355,-0.006440550088882446,0.5581876963892125,0.3839817111702405,-0.018155483528971672,0.44193099877101755,0.18559312966594693,-0.030020272359251976,0.4909077153535384,0.0,-0.041740912944078445,0.3566510479975656,0.42410532692303704,-0.026485659182071686,0.0,0.5451790510174095,-0.04653914272785187,0.14362820506354226,0.5862351585435334,-0.05775056406855583,0.2847049685525075,0.5473482743560457,-0.06405042111873627,0.3691345508834047,0.5962508345466516,-0.033675722777843475,0.04110349511853544,0.7211466906189063,-0.04719226807355881,0.18398355080102421,0.7337248055408636,-0.047718990594148636,0.32742345759338,0.7068502905824868,-0.049353353679180145,0.40327739865938356,0.7781345667907598,-0.04135071113705635,0.14466653553037065,0.8770530007084577,-0.054013125598430634,0.2726353856163658,0.8805932165688225,-0.04633767157793045,0.40187962024273666,0.8461892451233535,-0.04146997630596161,0.4482420170779807,0.9393647543303544,-0.0492938756942749,0.2455322032074593,1.0,-0.05653437227010727,0.3757061605478135,0.9931826687283112,-0.04842659831047058,0.5038522127568716,0.9638499983018062,-0.041510261595249176
user01,0,1,20,Right,Near,1.0,0.8765387456343763,-2.074447706945648e-07,0.8245453042357187,0.6489890540912683,-0.011019633151590824,0.5720044687821582,0.40004877144849915,-0.023021047934889793,0.4373423931111093,0.1861563723307605,-0.034705206751823425,0.49052181739405415,0.0,-0.04519693925976753,0.4275277121957634,0.41790922333720243,-0.023774554952979088,0.0,0.5292432447039869,-0.04712566360831261,0.12155150927159486,0.5885687574476189,-0.05969388037919998,0.2602226564717139,0.5527278553173748,-0.0658610612154007,0.44171563724741914,0.5900193541579268,-0.028949420899152756,0.04078733201084268,0.7206512339562524,-0.04756692424416542,0.20042572588625618,0.7316322092308009,-0.04955189302563667,0.3549170529023288,0.6906021021909833,-0.05057983845472336,0.4660461043225843,0.7679003441025153,-0.03579274192452431,0.14339869285654103,0.8688054469600847,-0.05480974167585373,0.28822516795831016,0.8739441431795896,-0.04839048162102699,0.43442936479201794,0.8251588610901641,-0.042214348912239075,0.4969581187400121,0.9271426622776653,-0.04311433434486389,0.24732678621728307,1.0,-0.05422656983137131,0.3813204482742696,0.9978461421655552,-0.04756665229797363,0.5284352528954895,0.9625019624395504,-0.04044529050588608
user01,0,1,18,Right,Near,1.0,0.8267498924008652,-1.5924319995974656e-07,0.8060402592441691,0.6148349110605615,-0.00894257053732872,0.5489628191045771,0.38091163809552286,-0.02208840474486351,0.4354633140843076,0.18185127163686807,-0.03487790748476982,0.4830084857972455,0.0,-0.04752783477306366,0.383298443148975,0.41507332084370313,-0.0307902991771698,0.0,0.5338857411278907,-0.05294747278094292,0.14679990666192164,0.5837528847190344,-0.06478390842676163,0.29901630101998966,0.5471976621678295,-0.07098814100027084,0.40436111123200574,0.5832077682247756,-0.036881834268569946,0.049867240979299905,0.7153900203081073,-0.052583787590265274,0.2010089752530222,0.7263068278830863,-0.053345393389463425,0.35586247163114987,0.6964701975968609,-0.05493643879890442,0.4372179226519263,0.7615171989447023,-0.043548304587602615,0.1572977621961365,0.8701329193553337,-0.05725826695561409,0.28607819708864207,0.8751226866186018,-0.04985138401389122,0.42342544721427017,0.8422942102616922,-0.045084916055202484,0.47216647120798155,0.9200038397351212,-0.050675857812166214,0.25665360223716777,1.0,-0.05782032012939453,0.3830101932011178,0.9935552249116979,-0.05040343105792999,0.518324963148533,0.9626601496080401,-0.0440337173640728
user01,0,1,17,Right,Near,1.0,0.8246681015728334,-1.7100036586725764e-07,0.8253380121685371,0.6012671681441827,-0.007301731500774622,0.5773135258681283,0.37255238677763874,-0.018933113664388657,0.4539562932347384,0.18148668756317107,-0.030600033700466156,0.49389212597463356,0.0,-0.04183536767959595,0.35743600359067257,0.41281015535383686,-0.02829548344016075,0.0,0.5390478101601776,-0.049510691314935684,0.14566423645879656,0.5775690271226851,-0.060180287808179855,0.28882464239364086,0.5405785482492826,-0.06577397882938385,0.38052611474767406,0.5756861549563594,-0.03535540774464607,0.06048810829067016,0.7098904010823218,-0.05012869834899902,0.20113543960152647,0.722053980385328,-0.050558820366859436,0.3402330635706855,0.6917768814170004,-0.052139583975076675,0.4223328873055066,0.7525439677181487,-0.04295884817838669,0.17257975429842398,0.8685375759218757,-0.056450869888067245,0.29522221991119724,0.8723075008417451,-0.047713201493024826,0.4208838746249124,0.8343435883137794,-0.042166393250226974,0.46918462745781636,0.917657867816907,-0.05102219805121422,0.26486261451541604,1.0,-0.05875958874821663,0.38723700122715426,0.9902810994687117,-0.05025988817214966,0.5122469468883534,0.9541888036799459,-0.043039362877607346
